AlertDescription,Message,LastTriggeredDateTime,TriggeredCount,EventTypeWord,Frequency,ObjectType,Caption,IP_Address,Location,Tower,Vendor,MachineType,Environment,DC,CustomerName,TimeStamp,Alert Category
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : euradc-hub412.eur.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,euradc-hub412.eur.alcoa.com,10.11.100.67,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : soaadc-hub401.soa.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,soaadc-hub401.soa.alcoa.com,10.11.10.31,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-SECQ401 is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,NOAADC-SECQ401,10.11.100.40,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-stg401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-stg401.noa.alcoa.com,10.11.16.109,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-prds44a.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-prds44a.noa.alcoa.com,10.11.16.86,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-mbamapp4.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-mbamapp4.noa.alcoa.com,10.11.16.96,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-inf402.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-inf402.noa.alcoa.com,10.11.100.27,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : eureda-pweb401.eur.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,eureda-pweb401.eur.alcoa.com,10.11.16.95,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PRDS401J is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-PRDS401J,10.11.16.187,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-bomgar41.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-bomgar41.noa.alcoa.com,10.11.18.40,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-hub412.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-hub412.noa.alcoa.com,10.11.10.72,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pdtbe401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,6,Triggered,0.25 m,Node,noaadc-pdtbe401.noa.alcoa.com,10.11.100.39,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PSPSW42 is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,NOAADC-PSPSW42,10.11.18.25,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : EURADC-HUB403 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,EURADC-HUB403,10.11.100.41,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-APGWY403 is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,NOAADC-APGWY403,10.11.100.201,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : soaadc-pauia41.soa.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,soaadc-pauia41.soa.alcoa.com,10.11.10.37,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : euradc-psarc401.eur.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,euradc-psarc401.eur.alcoa.com,10.11.100.72,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PHCM41 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-PHCM41,10.11.16.76,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-web401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-web401.noa.alcoa.com,10.11.10.76,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pspsa42.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-pspsa42.noa.alcoa.com,10.11.10.90,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-prds405h.noa.alcoa.com is Down.,3/30/2019 1:20 AM,6,Triggered,0.25 m,Node,noaadc-prds405h.noa.alcoa.com,10.11.16.201,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : eureda-prds405a.eur.alcoa.com is Down.,3/15/2019 7:42 AM,7,Triggered,0.25 m,Node,eureda-prds405a.eur.alcoa.com,10.11.16.195,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-gbldcs42.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-gbldcs42.noa.alcoa.com,10.11.100.49,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-hub403.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-hub403.noa.alcoa.com,10.11.16.81,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pgrd401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-pgrd401.noa.alcoa.com,10.11.16.75,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-piwcm401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,noaadc-piwcm401.noa.alcoa.com,10.11.10.44,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PHYP42 is Down.,3/17/2019 8:30 PM,4,Triggered,0.25 m,Node,NOAADC-PHYP42,10.11.18.51,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-TMS470 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-TMS470,10.11.18.34,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : eureda-bhub401.eur.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,eureda-bhub401.eur.alcoa.com,10.11.100.42,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-netslr41.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-netslr41.noa.alcoa.com,10.11.100.85,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-netslr43.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-netslr43.noa.alcoa.com,10.11.100.87,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PWEB401 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-PWEB401,10.11.10.45,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PSPSW41 is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,NOAADC-PSPSW41,10.11.18.24,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PRDS401 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-PRDS401,10.11.10.42,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pbot403.noa.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,noaadc-pbot403.noa.alcoa.com,10.11.16.20,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pspsql41.noa.alcoa.com is Down.,4/7/2019 7:49 AM,9,Triggered,0.25 m,Node,noaadc-pspsql41.noa.alcoa.com,10.11.16.148,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-padfir41.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-padfir41.noa.alcoa.com,10.11.16.226,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-prds401m.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-prds401m.noa.alcoa.com,10.11.18.45,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-omms401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,noaadc-omms401.noa.alcoa.com,10.11.100.127,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-SCCM42 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-SCCM42,10.11.100.118,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PMDM407 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-PMDM407,10.11.16.128,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pmdm404.noa.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,noaadc-pmdm404.noa.alcoa.com,10.11.100.132,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-util401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-util401.noa.alcoa.com,10.11.16.104,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : ALCOA : Ashburn :vdclav604p.noa.alcoa.com is Down,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,vdclav604p.noa.alcoa.com,10.11.26.62,Ashburn,Linux,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : ALCOA : Ashburn :vdclav208p.noa.alcoa.com is Down,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,vdclav208p.noa.alcoa.com,10.11.26.27,Ashburn,Linux,Unknown,Unknown,DR/DEV,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : ALCOA : Ashburn :vdcla621p.noa.alcoa.com is Down,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,vdcla621p.noa.alcoa.com,10.11.30.30,Ashburn,Linux,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : ALCOA : Ashburn :vdclav272p.noa.alcoa.com is Down,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,vdclav272p.noa.alcoa.com,10.11.26.111,Ashburn,Linux,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : ALCOA : Ashburn :vdcla605p.noa.alcoa.com is Down,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,vdcla605p.noa.alcoa.com,10.11.30.32,Ashburn,Linux,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : ALCOA : Ashburn :vdcld281p.noa.alcoa.com is Down,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,vdcld281p.noa.alcoa.com,10.11.26.94,Ashburn,Linux,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : ALCOA : Ashburn :vdcld650p.noa.alcoa.com is Down,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,vdcld650p.noa.alcoa.com,10.11.40.27,Ashburn,Linux,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : ALCOA : Ashburn :vdcld620p.noa.alcoa.com is Down,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,vdcld620p.noa.alcoa.com,10.11.40.24,Ashburn,Linux,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PBISQL41 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-PBISQL41,10.11.14.34,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : acc-labvm020-vb.noa.alcoa.com is Down.,4/8/2019 8:56 PM,3,Triggered,0.25 m,Node,acc-labvm020-vb.noa.alcoa.com,10.11.14.60,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-AADCON01 is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,NOAADC-AADCON01,10.11.100.92,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-ADFS41 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-ADFS41,10.11.102.21,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-util403.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-util403.noa.alcoa.com,10.11.100.91,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-apgnlb.noa.alcoa.com is Down.,4/4/2019 12:56 PM,3,Triggered,0.25 m,Node,noaadc-apgnlb.noa.alcoa.com,10.11.16.147,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-HUB413 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-HUB413,10.11.16.89,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : eureda-prds405c.eur.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,eureda-prds405c.eur.alcoa.com,10.11.16.197,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PRDS403C is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-PRDS403C,10.11.16.166,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : AUAADC-HUB402 is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,AUAADC-HUB402,10.11.16.94,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pomsc401.noa.alcoa.com is Down.,4/4/2019 10:56 AM,3,Triggered,0.25 m,Node,noaadc-pomsc401.noa.alcoa.com,10.11.100.134,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-prds403h.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-prds403h.noa.alcoa.com,10.11.18.38,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-HUB402 is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,NOAADC-HUB402,10.11.100.25,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PRDS40C is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-PRDS40C,10.11.16.183,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-premu42.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-premu42.noa.alcoa.com,10.11.16.225,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-plive401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,noaadc-plive401.noa.alcoa.com,10.11.16.70,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-KMSTSL41 is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,NOAADC-KMSTSL41,10.11.16.32,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pwar401.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-pwar401.noa.alcoa.com,10.11.18.33,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pspsql42.noa.alcoa.com is Down.,4/7/2019 8:18 AM,9,Triggered,0.25 m,Node,noaadc-pspsql42.noa.alcoa.com,10.11.16.149,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-prds468.noa.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,noaadc-prds468.noa.alcoa.com,10.11.16.72,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PHFM402 is Down.,3/15/2019 7:42 AM,10,Triggered,0.25 m,Node,NOAADC-PHFM402,10.11.16.205,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : dmzadc-piweb421.dmz.alcoa.com is Down.,3/15/2019 7:42 AM,2,Triggered,0.25 m,Node,dmzadc-piweb421.dmz.alcoa.com,10.11.70.28,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-cbrds42.noa.alcoa.com is Down.,3/15/2019 7:42 AM,3,Triggered,0.25 m,Node,noaadc-cbrds42.noa.alcoa.com,10.11.10.51,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/15/2019 7:42 AM,Alcoa_Alert_Console
